SourceVertex,SubgraphId,PartitionId:1,20,0
superstep,partition,subgraphID,time
2,4,17179869200,0
2,4,17179869194,0
2,4,17179869201,0
2,4,17179869219,0
2,4,17179869222,0
2,4,17179869193,0
2,4,17179869207,0
2,4,17179869199,0
2,4,17179869185,0
2,4,17179869221,0
2,4,17179869227,0
2,4,17179869214,0
2,4,17179869213,0
2,4,17179869228,0
2,4,17179869198,0
2,4,17179869205,0
2,4,17179869188,0
2,4,17179869187,0
2,4,17179869208,0
2,4,17179869223,0
2,4,17179869216,0
2,4,17179869195,0
3,4,17179869204,1
3,4,17179869215,0
3,4,17179869196,0
3,4,17179869224,1
3,4,17179869225,0
3,4,17179869190,0
3,4,17179869218,0
3,4,17179869211,1
3,4,17179869232,0
3,4,17179869189,0
3,4,17179869212,0
3,4,17179869203,0
3,4,17179869206,1
3,4,17179869197,0
3,4,17179869217,0
3,4,17179869233,0
3,4,17179869202,0
3,4,17179869191,1
3,4,17179869220,0
3,4,17179869230,0
3,4,17179869226,0
3,4,17179869209,0
3,4,17179869231,0
3,4,17179869184,0
3,4,17179869210,0
3,4,17179869229,161
3,4,17179869192,0
3,4,17179869186,0
3,4,17179869200,0
3,4,17179869194,0
3,4,17179869201,0
3,4,17179869219,0
3,4,17179869222,0
3,4,17179869193,1
3,4,17179869207,0
3,4,17179869199,0
3,4,17179869185,0
3,4,17179869221,0
3,4,17179869227,0
3,4,17179869214,0
3,4,17179869213,0
3,4,17179869228,0
3,4,17179869198,0
3,4,17179869205,0
3,4,17179869188,0
3,4,17179869187,0
3,4,17179869208,0
3,4,17179869223,0
3,4,17179869216,0
3,4,17179869195,0
4,4,17179869196,2
4,4,17179869224,1
4,4,17179869225,6
4,4,17179869218,0
4,4,17179869211,1
4,4,17179869189,0
4,4,17179869212,1
4,4,17179869203,0
4,4,17179869206,1
4,4,17179869197,0
4,4,17179869202,0
4,4,17179869191,1
4,4,17179869220,1
4,4,17179869230,1
4,4,17179869226,0
4,4,17179869209,1
4,4,17179869231,0
4,4,17179869184,1
4,4,17179869210,0
4,4,17179869229,5110
4,4,17179869186,2
4,4,17179869194,1
4,4,17179869201,1
4,4,17179869219,1
4,4,17179869193,1
4,4,17179869207,0
4,4,17179869199,0
4,4,17179869185,0
4,4,17179869221,0
4,4,17179869227,1
4,4,17179869214,1
4,4,17179869228,1
4,4,17179869198,1
4,4,17179869188,0
4,4,17179869187,0
4,4,17179869208,1
4,4,17179869195,1
5,4,17179869204,3
5,4,17179869215,1
5,4,17179869225,1
5,4,17179869190,1
5,4,17179869211,0
5,4,17179869232,1
5,4,17179869217,1
5,4,17179869233,0
5,4,17179869229,1018
5,4,17179869192,1
5,4,17179869200,1
5,4,17179869222,0
5,4,17179869213,0
5,4,17179869205,1
5,4,17179869223,1
5,4,17179869216,0
6,4,17179869215,1
6,4,17179869211,1
6,4,17179869233,0
6,4,17179869210,1
6,4,17179869229,250
6,4,17179869221,0
6,4,17179869195,1
7,4,17179869229,30
7,4,17179869192,0
8,4,17179869225,2
8,4,17179869229,5
8,4,17179869194,1
9,4,17179869229,0
0,6,25769804058,1
0,6,25769804477,0
0,6,25769804401,2
0,6,25769804459,0
0,6,25769804113,0
0,6,25769803865,0
0,6,25769804116,0
0,6,25769804223,0
0,6,25769804721,0
0,6,25769803845,1
0,6,25769803900,0
0,6,25769804644,0
0,6,25769803907,0
0,6,25769804126,0
0,6,25769804161,0
0,6,25769803838,0
0,6,25769804127,1
0,6,25769804388,0
0,6,25769804078,0
0,6,25769804332,0
0,6,25769803809,0
0,6,25769803886,0
0,6,25769804449,0
0,6,25769804476,0
0,6,25769803890,0
0,6,25769804397,0
0,6,25769803807,1
0,6,25769803788,0
0,6,25769803905,0
0,6,25769804098,0
0,6,25769804568,0
0,6,25769803952,1
0,6,25769804099,0
0,6,25769804010,1
0,6,25769804262,0
0,6,25769804152,0
0,6,25769804085,1
0,6,25769804360,0
0,6,25769803803,0
0,6,25769804503,1
0,6,25769803859,0
0,6,25769804386,0
0,6,25769804567,0
0,6,25769804407,0
0,6,25769804009,0
0,6,25769803871,0
0,6,25769804663,1
0,6,25769804187,0
0,6,25769804596,0
0,6,25769803901,1
0,6,25769804682,0
0,6,25769804533,0
0,6,25769803940,0
0,6,25769804003,0
0,6,25769804206,0
0,6,25769804143,0
0,6,25769804617,0
0,6,25769804304,0
0,6,25769804728,0
0,6,25769803941,0
0,6,25769803926,0
0,6,25769804713,0
0,6,25769804532,0
0,6,25769804430,0
0,6,25769804251,1
0,6,25769804690,0
0,6,25769804244,0
0,6,25769804431,0
0,6,25769804487,0
0,6,25769804389,1
0,6,25769804408,0
0,6,25769804634,1
0,6,25769804252,0
0,6,25769804671,1
0,6,25769803982,0
0,6,25769803810,0
0,6,25769804560,0
0,6,25769803781,0
0,6,25769804550,0
0,6,25769804595,0
0,6,25769803906,0
0,6,25769804369,0
0,6,25769804064,1
0,6,25769804652,0
0,6,25769804230,0
0,6,25769804079,1
0,6,25769804042,0
0,6,25769803983,1
0,6,25769803968,0
0,6,25769804727,1
0,6,25769804197,0
0,6,25769804036,0
0,6,25769804088,0
0,6,25769803804,0
0,6,25769804605,1
0,6,25769804559,0
0,6,25769804522,0
0,6,25769803844,0
0,6,25769804333,0
0,6,25769803997,0
0,6,25769804643,0
0,6,25769803872,0
0,6,25769804092,1
0,6,25769804466,0
0,6,25769804458,0
0,6,25769804414,1
0,6,25769804378,0
0,6,25769804450,0
0,6,25769804265,1
0,6,25769804188,0
0,6,25769804278,0
0,6,25769804685,1
0,6,25769804258,0
0,6,25769803924,0
0,6,25769803933,0
0,6,25769804341,0
0,6,25769804057,0
0,6,25769804179,1
0,6,25769804387,0
0,6,25769804732,0
0,6,25769804106,1
0,6,25769804207,0
0,6,25769804645,0
0,6,25769804358,1
0,6,25769803969,0
0,6,25769804523,0
0,6,25769804178,0
0,6,25769804050,0
0,6,25769804731,0
0,6,25769804060,1
0,6,25769804243,0
0,6,25769803954,0
0,6,25769804225,0
0,6,25769804485,0
0,6,25769804070,0
0,6,25769804033,0
0,6,25769804467,0
0,6,25769804484,0
0,6,25769804380,0
0,6,25769804669,1
0,6,25769804396,0
0,6,25769803961,0
0,6,25769804071,1
0,6,25769804120,0
0,6,25769804406,0
0,6,25769803851,0
0,6,25769804350,0
0,6,25769804285,0
0,6,25769804585,0
0,6,25769804616,0
0,6,25769804557,1
0,6,25769804415,0
0,6,25769804635,0
0,6,25769804422,1
0,6,25769803782,0
0,6,25769804670,0
0,6,25769804587,0
0,6,25769804494,0
0,6,25769803915,1
0,6,25769804133,0
0,6,25769804541,0
0,6,25769804023,0
0,6,25769804279,0
0,6,25769803824,0
0,6,25769804061,0
0,6,25769804421,0
0,6,25769803795,0
0,6,25769803789,0
0,6,25769804439,0
0,6,25769804534,1
0,6,25769804215,0
0,6,25769804296,0
0,6,25769803975,0
0,6,25769804017,0
0,6,25769804676,0
0,6,25769804379,0
0,6,25769804134,1
0,6,25769803989,0
0,6,25769804586,0
0,6,25769804297,0
0,6,25769804340,0
0,6,25769804577,0
0,6,25769804653,0
0,6,25769803887,1
0,6,25769804313,0
0,6,25769804539,1
0,6,25769804642,0
0,6,25769804588,0
0,6,25769804741,1
0,6,25769804169,0
0,6,25769804655,0
0,6,25769804624,1
0,6,25769804140,0
0,6,25769804699,0
0,6,25769804513,0
0,6,25769804167,0
0,6,25769804542,0
0,6,25769804613,0
0,6,25769804614,0
0,6,25769803955,0
0,6,25769804703,0
0,6,25769804625,0
0,6,25769803912,0
0,6,25769804738,0
0,6,25769803947,0
0,6,25769804237,1
0,6,25769804290,0
0,6,25769804323,0
0,6,25769804160,0
0,6,25769803798,0
0,6,25769804322,0
0,6,25769804181,0
0,6,25769803919,1
0,6,25769803796,0
0,6,25769804436,0
0,6,25769804578,0
0,6,25769803817,1
0,6,25769804043,0
0,6,25769804196,0
0,6,25769803893,0
0,6,25769804549,1406
0,6,25769804222,1
0,6,25769804189,1
0,6,25769804428,1
0,6,25769804456,0
0,6,25769804524,0
0,6,25769804510,0
0,6,25769804504,1
0,6,25769804174,0
0,6,25769803816,1
0,6,25769803995,0
0,6,25769804031,1
0,6,25769804168,0
0,6,25769804675,0
0,6,25769804271,0
0,6,25769804107,0
0,6,25769804153,0
0,6,25769804089,0
0,6,25769803843,1
0,6,25769804606,0
0,6,25769803825,0
0,6,25769803899,1
0,6,25769803831,0
0,6,25769804641,1
0,6,25769804394,0
0,6,25769803873,0
0,6,25769804438,1
0,6,25769804515,0
0,6,25769804710,0
0,6,25769804024,0
0,6,25769803879,0
0,6,25769803850,1
0,6,25769804622,0
0,6,25769804395,1
0,6,25769804552,0
0,6,25769804460,0
0,6,25769803794,0
0,6,25769804665,0
0,6,25769804001,1
0,6,25769804277,0
0,6,25769804045,0
0,6,25769804303,0
0,6,25769804580,0
0,6,25769804166,1
0,6,25769804608,0
0,6,25769804607,1
0,6,25769803902,0
0,6,25769804427,1
0,6,25769804426,0
0,6,25769803884,1
0,6,25769804119,0
0,6,25769804302,0
0,6,25769803864,0
0,6,25769804002,0
0,6,25769804457,1
0,6,25769804483,0
0,6,25769804565,0
0,6,25769804298,0
0,6,25769804250,0
0,6,25769803939,1
0,6,25769804489,0
0,6,25769804141,1
0,6,25769804076,0
0,6,25769803895,0
0,6,25769803846,0
0,6,25769804353,0
0,6,25769804149,0
0,6,25769804146,0
0,6,25769804579,1
0,6,25769804681,0
0,6,25769804537,1
0,6,25769804410,0
0,6,25769804693,0
0,6,25769803866,0
0,6,25769804517,0
0,6,25769804022,1
0,6,25769804011,0
0,6,25769804216,1
0,6,25769804209,0
0,6,25769804615,0
0,6,25769804531,0
0,6,25769803829,0
0,6,25769803927,1
0,6,25769804730,0
0,6,25769804687,0
0,6,25769803966,0
0,6,25769804077,0
0,6,25769804525,0
0,6,25769804111,0
0,6,25769804101,1
0,6,25769804662,0
0,6,25769804409,1
0,6,25769804419,0
0,6,25769804208,0
0,6,25769804674,0
0,6,25769804692,0
0,6,25769804100,1
0,6,25769803938,0
0,6,25769804375,0
0,6,25769804094,0
0,6,25769804202,1
0,6,25769803946,0
0,6,25769804382,0
0,6,25769803822,0
0,6,25769804461,1
0,6,25769804637,0
0,6,25769803892,1
0,6,25769804239,0
0,6,25769804429,0
0,6,25769804702,0
0,6,25769804104,0
0,6,25769804004,0
0,6,25769804475,0
0,6,25769804317,1
0,6,25769804701,0
0,6,25769804715,0
0,6,25769804440,0
0,6,25769804420,0
0,6,25769804650,1
0,6,25769803878,0
0,6,25769804105,0
0,6,25769804228,0
0,6,25769804073,0
0,6,25769803921,0
0,6,25769804544,0
0,6,25769804267,1
0,6,25769803860,0
0,6,25769804448,0
0,6,25769804664,0
0,6,25769804497,0
0,6,25769804066,1
0,6,25769804381,0
0,6,25769804325,1
0,6,25769804566,0
0,6,25769803894,1
0,6,25769804345,0
0,6,25769804324,1
0,6,25769804259,0
0,6,25769804593,1
0,6,25769803956,0
0,6,25769804373,1
0,6,25769804636,0
0,6,25769804516,1
0,6,25769804310,0
0,6,25769804743,1
0,6,25769804558,0
0,6,25769804147,1
0,6,25769804673,0
0,6,25769804722,0
0,6,25769804084,0
0,6,25769804594,0
0,6,25769804629,0
0,6,25769803776,0
0,6,25769803849,0
0,6,25769803957,0
0,6,25769804330,1
0,6,25769804711,0
0,6,25769804156,0
0,6,25769804195,0
0,6,25769803784,0
0,6,25769804338,0
0,6,25769804551,0
0,6,25769804331,0
0,6,25769803874,0
0,6,25769803996,0
0,6,25769803984,1
0,6,25769803867,0
0,6,25769804231,1
0,6,25769804035,0
0,6,25769804091,1
0,6,25769804739,0
0,6,25769804729,1
0,6,25769804044,0
0,6,25769804220,1
0,6,25769804651,0
0,6,25769804256,1
0,6,25769804447,0
0,6,25769803913,1
0,6,25769803967,0
0,6,25769804063,1
0,6,25769804249,0
0,6,25769804128,0
0,6,25769804623,0
0,6,25769804530,0
0,6,25769804502,1
0,6,25769804339,0
0,6,25769803823,0
0,6,25769804344,0
0,6,25769804316,0
0,6,25769804283,1
0,6,25769803949,0
0,6,25769803783,0
0,6,25769804694,0
0,6,25769803818,0
0,6,25769804245,1
0,6,25769804072,0
0,6,25769804264,1
0,6,25769804359,0
0,6,25769804454,0
0,6,25769804021,0
0,6,25769804221,0
0,6,25769804680,1
0,6,25769803812,0
0,6,25769804037,0
0,6,25769803877,0
0,6,25769804048,0
0,6,25769804720,1
0,6,25769803974,1
0,6,25769804086,0
0,6,25769804154,1
0,6,25769804289,0
0,6,25769804236,0
0,6,25769803875,1
0,6,25769804038,0
0,6,25769804114,0
0,6,25769804286,0
0,6,25769804272,0
0,6,25769803977,0
0,6,25769804482,0
0,6,25769804273,0
0,6,25769804540,0
0,6,25769803801,0
0,6,25769803976,0
0,6,25769803802,0
0,6,25769803832,0
0,6,25769803994,0
0,6,25769804055,1
0,6,25769803904,0
0,6,25769803821,0
0,6,25769804496,1
0,6,25769804683,0
0,6,25769804367,0
0,6,25769804122,1
0,6,25769804030,0
0,6,25769804049,0
0,6,25769804194,0
0,6,25769804519,0
0,6,25769804526,0
0,6,25769804708,0
0,6,25769803857,0
0,6,25769804352,0
0,6,25769803918,0
0,6,25769804441,0
0,6,25769804029,0
0,6,25769804180,0
0,6,25769803837,0
0,6,25769804468,1
0,6,25769804511,0
0,6,25769804433,0
0,6,25769804572,1
0,6,25769804193,0
0,6,25769804132,0
0,6,25769804311,1
0,6,25769803903,0
0,6,25769804495,0
0,6,25769803948,1
0,6,25769804155,0
0,6,25769804083,0
0,6,25769804446,0
0,6,25769804432,0
0,6,25769804366,0
0,6,25769804356,0
0,6,25769804453,0
0,6,25769803786,0
0,6,25769804473,0
0,6,25769804319,0
0,6,25769804393,0
0,6,25769804472,0
0,6,25769804488,0
0,6,25769804241,0
0,6,25769804508,0
0,6,25769803792,0
0,6,25769804400,0
0,6,25769804490,1
0,6,25769803930,0
0,6,25769804689,0
0,6,25769803944,0
0,6,25769804630,0
0,6,25769804592,0
0,6,25769804717,1
0,6,25769804355,0
0,6,25769803916,0
0,6,25769804260,1
0,6,25769804065,0
0,6,25769804518,0
0,6,25769803814,0
0,6,25769804445,0
0,6,25769803945,0
0,6,25769804521,0
0,6,25769804509,0
0,6,25769804012,0
0,6,25769804046,0
0,6,25769804609,0
0,6,25769804102,0
0,6,25769804342,0
0,6,25769804201,0
0,6,25769803992,0
0,6,25769804538,1
0,6,25769803805,0
0,6,25769803778,0
0,6,25769804047,1
0,6,25769804620,0
0,6,25769804121,0
0,6,25769804372,0
0,6,25769804470,1
0,6,25769804013,0
0,6,25769803858,0
0,6,25769804563,0
0,6,25769803848,0
0,6,25769804019,0
0,6,25769804649,0
0,6,25769804337,0
0,6,25769804499,0
0,6,25769803811,0
0,6,25769804257,0
0,6,25769804474,0
0,6,25769804144,0
0,6,25769803911,0
0,6,25769804291,0
